Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.1,40,0,MINMIN,518.56,0, 12, 26, 13, 3, 16, 3, 0, 0, 9, 4, 6, 15, 0, 2, 49, 0, 7, 0, 2, 15, 6, 5, 6, 0, 0, 7,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=26; c5a.xlarge=13; d3.2xlarge=3; d3.xlarge=16; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=4; m5.xlarge=6; m5a.2xlarge=15; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=49; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=15; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,138,RESHIMAX,330.4,10, 8, 15, 14, 11, 10, 11, 4, 0, 0, 6, 9, 0, 7, 7, 0, 15, 8, 8, 9, 6, 6, 0, 14, 7, 7, 13,{c5.2xlarge=10; c5.xlarge=8; c5a.2xlarge=15; c5a.xlarge=14; d3.2xlarge=11; d3.xlarge=10; i3.2xlarge=11; i3.large=4; i3.xlarge=0; m5.2xlarge=0; m5.large=6; m5.xlarge=9; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=8; r5.2xlarge=8; r5.large=9; r5.xlarge=6; r5a.2xlarge=6; r5a.large=0; r5a.xlarge=14; z1d.2xlarge=7; z1d.large=7; z1d.xlarge=13},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,exponential,0.1,40,138,RESHIFCFS,562.8199999999999,6, 8, 24, 16, 9, 15, 8, 5, 0, 0, 15, 3, 0, 4, 9, 0, 19, 4, 11, 11, 4, 3, 0, 6, 3, 9, 13,{c5.2xlarge=6; c5.xlarge=8; c5a.2xlarge=24; c5a.xlarge=16; d3.2xlarge=9; d3.xlarge=15; i3.2xlarge=8; i3.large=5; i3.xlarge=0; m5.2xlarge=0; m5.large=15; m5.xlarge=3; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=19; m5zn.xlarge=4; r5.2xlarge=11; r5.large=11; r5.xlarge=4; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=3; z1d.large=9; z1d.xlarge=13},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=2}
viralrecon,exponential,0.1,40,139,MINMIN,549.2099999999999,0, 5, 0, 11, 4, 0, 22, 4, 3, 3, 0, 11, 3, 5, 0, 0, 40, 10, 4, 5, 35, 0, 0, 3, 6, 27, 5,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=11; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=22; i3.large=4; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=11; m5a.2xlarge=3; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=40; m5zn.xlarge=10; r5.2xlarge=4; r5.large=5; r5.xlarge=35; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=6; z1d.large=27; z1d.xlarge=5},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,MAXMIN,568.5799999999999,0, 3, 0, 7, 4, 0, 16, 11, 5, 2, 0, 12, 12, 6, 1, 0, 28, 12, 5, 10, 23, 0, 0, 11, 3, 29, 6,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=16; i3.large=11; i3.xlarge=5; m5.2xlarge=2; m5.large=0; m5.xlarge=12; m5a.2xlarge=12; m5a.large=6; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=28; m5zn.xlarge=12; r5.2xlarge=5; r5.large=10; r5.xlarge=23; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=11; z1d.2xlarge=3; z1d.large=29; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,MCT,691.7899999999998,0, 2, 0, 7, 4, 0, 9, 6, 5, 4, 0, 7, 6, 4, 0, 0, 39, 12, 1, 7, 40, 0, 0, 2, 7, 34, 9,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=9; i3.large=6; i3.xlarge=5; m5.2xlarge=4; m5.large=0; m5.xlarge=7; m5a.2xlarge=6; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=39; m5zn.xlarge=12; r5.2xlarge=1; r5.large=7; r5.xlarge=40; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=7; z1d.large=34; z1d.xlarge=9},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,ROUNDROBIN,580.91,0, 0, 0, 1, 5, 0, 34, 4, 9, 1, 0, 7, 12, 8, 0, 0, 22, 0, 1, 0, 65, 0, 0, 3, 0, 29, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=34; i3.large=4; i3.xlarge=9; m5.2xlarge=1; m5.large=0; m5.xlarge=7; m5a.2xlarge=12; m5a.large=8; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=22; m5zn.xlarge=0; r5.2xlarge=1; r5.large=0; r5.xlarge=65; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=29; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,STATIC,832.7399999999998,0, 3, 0, 4, 2, 0, 12, 2, 3, 3, 0, 8, 6, 3, 1, 0, 34, 15, 1, 4, 60, 1, 0, 1, 4, 32, 6,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=12; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=8; m5a.2xlarge=6; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=34; m5zn.xlarge=15; r5.2xlarge=1; r5.large=4; r5.xlarge=60; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=32; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,NOML,363.03999999999996,0, 7, 0, 5, 11, 0, 7, 15, 5, 4, 0, 13, 7, 10, 9, 0, 23, 14, 6, 12, 6, 8, 0, 7, 8, 17, 11,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=11; d3.xlarge=0; i3.2xlarge=7; i3.large=15; i3.xlarge=5; m5.2xlarge=4; m5.large=0; m5.xlarge=13; m5a.2xlarge=7; m5a.large=10; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=23; m5zn.xlarge=14; r5.2xlarge=6; r5.large=12; r5.xlarge=6; r5a.2xlarge=8; r5a.large=0; r5a.xlarge=7; z1d.2xlarge=8; z1d.large=17; z1d.xlarge=11},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,CUSTOMCLUSTERNOML,392.1699999999999,0, 12, 0, 9, 15, 0, 8, 9, 8, 7, 0, 16, 9, 9, 7, 0, 16, 15, 15, 5, 16, 5, 0, 9, 4, 8, 3,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=15; d3.xlarge=0; i3.2xlarge=8; i3.large=9; i3.xlarge=8; m5.2xlarge=7; m5.large=0; m5.xlarge=16; m5a.2xlarge=9; m5a.large=9; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=16; m5zn.xlarge=15; r5.2xlarge=15; r5.large=5; r5.xlarge=16; r5a.2xlarge=5; r5a.large=0; r5a.xlarge=9; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,TEXTDISTANCE,476.80999999999983,0, 3, 0, 8, 11, 0, 11, 9, 6, 4, 0, 15, 20, 11, 12, 0, 14, 17, 3, 11, 21, 7, 0, 4, 4, 5, 10,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=11; d3.xlarge=0; i3.2xlarge=11; i3.large=9; i3.xlarge=6; m5.2xlarge=4; m5.large=0; m5.xlarge=15; m5a.2xlarge=20; m5a.large=11; m5a.xlarge=12; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=17; r5.2xlarge=3; r5.large=11; r5.xlarge=21; r5a.2xlarge=7; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=4; z1d.large=5; z1d.xlarge=10},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,CRITICALPATH,357.0499999999999,0, 8, 0, 7, 5, 0, 6, 12, 6, 7, 0, 10, 9, 14, 3, 0, 28, 10, 6, 8, 9, 7, 0, 3, 9, 23, 15,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=7; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=6; i3.large=12; i3.xlarge=6; m5.2xlarge=7; m5.large=0; m5.xlarge=10; m5a.2xlarge=9; m5a.large=14; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=28; m5zn.xlarge=10; r5.2xlarge=6; r5.large=8; r5.xlarge=9; r5a.2xlarge=7; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=9; z1d.large=23; z1d.xlarge=15},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,CRITICALPATHREVERSE,451.6199999999999,0, 9, 0, 10, 16, 0, 3, 5, 6, 6, 0, 6, 9, 6, 5, 0, 28, 14, 10, 15, 13, 5, 0, 6, 7, 24, 3,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=16; d3.xlarge=0; i3.2xlarge=3; i3.large=5; i3.xlarge=6; m5.2xlarge=6; m5.large=0; m5.xlarge=6; m5a.2xlarge=9; m5a.large=6; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=28; m5zn.xlarge=14; r5.2xlarge=10; r5.large=15; r5.xlarge=13; r5a.2xlarge=5; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=7; z1d.large=24; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,RESHIV2,388.8399999999999,0, 6, 0, 11, 8, 0, 6, 12, 8, 6, 0, 9, 7, 5, 9, 0, 28, 10, 10, 15, 10, 11, 0, 8, 3, 21, 3,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=11; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=6; i3.large=12; i3.xlarge=8; m5.2xlarge=6; m5.large=0; m5.xlarge=9; m5a.2xlarge=7; m5a.large=5; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=28; m5zn.xlarge=10; r5.2xlarge=10; r5.large=15; r5.xlarge=10; r5a.2xlarge=11; r5a.large=0; r5a.xlarge=8; z1d.2xlarge=3; z1d.large=21; z1d.xlarge=3},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,RESHIV3,450.8799999999999,0, 7, 0, 10, 12, 0, 6, 8, 7, 5, 0, 13, 5, 8, 11, 0, 24, 10, 10, 8, 9, 7, 0, 10, 5, 22, 8,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=12; d3.xlarge=0; i3.2xlarge=6; i3.large=8; i3.xlarge=7; m5.2xlarge=5; m5.large=0; m5.xlarge=13; m5a.2xlarge=5; m5a.large=8; m5a.xlarge=11; m5zn.2xlarge=0; m5zn.large=24; m5zn.xlarge=10; r5.2xlarge=10; r5.large=8; r5.xlarge=9; r5a.2xlarge=7; r5a.large=0; r5a.xlarge=10; z1d.2xlarge=5; z1d.large=22; z1d.xlarge=8},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,RESHIMAX,404.8299999999999,0, 10, 0, 10, 12, 0, 7, 9, 9, 3, 0, 9, 13, 9, 11, 0, 25, 9, 8, 9, 7, 7, 0, 4, 3, 18, 11,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=12; d3.xlarge=0; i3.2xlarge=7; i3.large=9; i3.xlarge=9; m5.2xlarge=3; m5.large=0; m5.xlarge=9; m5a.2xlarge=13; m5a.large=9; m5a.xlarge=11; m5zn.2xlarge=0; m5zn.large=25; m5zn.xlarge=9; r5.2xlarge=8; r5.large=9; r5.xlarge=7; r5a.2xlarge=7; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=3; z1d.large=18; z1d.xlarge=11},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,139,RESHIFCFS,450.8399999999999,0, 8, 0, 12, 13, 0, 8, 5, 9, 10, 0, 12, 8, 4, 7, 0, 34, 9, 3, 7, 7, 4, 0, 11, 7, 18, 9,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=13; d3.xlarge=0; i3.2xlarge=8; i3.large=5; i3.xlarge=9; m5.2xlarge=10; m5.large=0; m5.xlarge=12; m5a.2xlarge=8; m5a.large=4; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=34; m5zn.xlarge=9; r5.2xlarge=3; r5.large=7; r5.xlarge=7; r5a.2xlarge=4; r5a.large=0; r5a.xlarge=11; z1d.2xlarge=7; z1d.large=18; z1d.xlarge=9},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,140,MINMIN,724.1899999999998,20, 54, 11, 17, 0, 3, 4, 0, 5, 4, 0, 6, 1, 3, 4, 34, 10, 8, 7, 0, 5, 0, 0, 1, 3, 5, 0,{c5.2xlarge=20; c5.xlarge=54; c5a.2xlarge=11; c5a.xlarge=17; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=4; i3.large=0; i3.xlarge=5; m5.2xlarge=4; m5.large=0; m5.xlarge=6; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=4; m5zn.2xlarge=34; m5zn.large=10; m5zn.xlarge=8; r5.2xlarge=7; r5.large=0; r5.xlarge=5; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=6; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
viralrecon,exponential,0.1,40,140,MAXMIN,540.0500000000001,21, 46, 23, 17, 4, 2, 5, 0, 5, 2, 0, 5, 3, 4, 2, 20, 10, 7, 7, 0, 8, 0, 0, 2, 6, 7, 0,{c5.2xlarge=21; c5.xlarge=46; c5a.2xlarge=23; c5a.xlarge=17; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=5; i3.large=0; i3.xlarge=5; m5.2xlarge=2; m5.large=0; m5.xlarge=5; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=2; m5zn.2xlarge=20; m5zn.large=10; m5zn.xlarge=7; r5.2xlarge=7; r5.large=0; r5.xlarge=8; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=6; z1d.large=7; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=6; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
viralrecon,exponential,0.1,40,140,MCT,539.73,14, 50, 23, 13, 1, 3, 3, 0, 3, 4, 0, 3, 1, 4, 6, 31, 12, 7, 6, 0, 7, 0, 0, 1, 5, 8, 0,{c5.2xlarge=14; c5.xlarge=50; c5a.2xlarge=23; c5a.xlarge=13; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=3; i3.large=0; i3.xlarge=3; m5.2xlarge=4; m5.large=0; m5.xlarge=3; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=6; m5zn.2xlarge=31; m5zn.large=12; m5zn.xlarge=7; r5.2xlarge=6; r5.large=0; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=8; z1d.xlarge=0},{c5.2xlarge=3; c5.xlarge=6; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
