Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.0,40,0,MINMIN,535.66,0, 13, 24, 19, 5, 18, 3, 0, 0, 11, 5, 7, 10, 0, 1, 39, 0, 12, 0, 2, 20, 1, 8, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=24; c5a.xlarge=19; d3.2xlarge=5; d3.xlarge=18; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=5; m5.xlarge=7; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=39; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=0; r5.large=2; r5.xlarge=20; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,161,TEXTDISTANCE,354.3599999999999,9, 0, 0, 7, 4, 9, 8, 9, 11, 20, 17, 17, 0, 6, 0, 9, 11, 11, 6, 8, 18, 0, 8, 4, 5, 0, 8,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=9; i3.2xlarge=8; i3.large=9; i3.xlarge=11; m5.2xlarge=20; m5.large=17; m5.xlarge=17; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=11; m5zn.xlarge=11; r5.2xlarge=6; r5.large=8; r5.xlarge=18; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=4; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.0,40,161,CRITICALPATH,377.0799999999999,6, 0, 0, 5, 8, 4, 13, 4, 8, 11, 18, 9, 0, 9, 0, 13, 28, 6, 9, 8, 10, 0, 6, 9, 6, 0, 16,{c5.2xlarge=6; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=13; i3.large=4; i3.xlarge=8; m5.2xlarge=11; m5.large=18; m5.xlarge=9; m5a.2xlarge=0; m5a.large=9; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=28; m5zn.xlarge=6; r5.2xlarge=9; r5.large=8; r5.xlarge=10; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=9; z1d.2xlarge=6; z1d.large=0; z1d.xlarge=16},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.0,40,161,CRITICALPATHREVERSE,451.07,20, 0, 0, 8, 9, 5, 6, 8, 8, 12, 9, 11, 0, 4, 0, 14, 30, 8, 12, 7, 5, 0, 6, 9, 7, 0, 8,{c5.2xlarge=20; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=9; d3.xlarge=5; i3.2xlarge=6; i3.large=8; i3.xlarge=8; m5.2xlarge=12; m5.large=9; m5.xlarge=11; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=14; m5zn.large=30; m5zn.xlarge=8; r5.2xlarge=12; r5.large=7; r5.xlarge=5; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=9; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.0,40,161,RESHIV2,552.54,15, 0, 0, 12, 14, 6, 6, 4, 7, 9, 9, 9, 0, 6, 0, 12, 23, 4, 12, 10, 11, 0, 12, 6, 3, 0, 15,{c5.2xlarge=15; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=14; d3.xlarge=6; i3.2xlarge=6; i3.large=4; i3.xlarge=7; m5.2xlarge=9; m5.large=9; m5.xlarge=9; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=23; m5zn.xlarge=4; r5.2xlarge=12; r5.large=10; r5.xlarge=11; r5a.2xlarge=0; r5a.large=12; r5a.xlarge=6; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=15},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.0,40,161,RESHIV3,447.5599999999999,16, 0, 0, 12, 10, 8, 2, 6, 6, 7, 15, 14, 0, 6, 0, 17, 24, 5, 11, 5, 9, 0, 12, 8, 3, 0, 10,{c5.2xlarge=16; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=10; d3.xlarge=8; i3.2xlarge=2; i3.large=6; i3.xlarge=6; m5.2xlarge=7; m5.large=15; m5.xlarge=14; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=17; m5zn.large=24; m5zn.xlarge=5; r5.2xlarge=11; r5.large=5; r5.xlarge=9; r5a.2xlarge=0; r5a.large=12; r5a.xlarge=8; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=10},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.0,40,161,RESHIMAX,357.7999999999999,17, 0, 0, 10, 6, 9, 10, 5, 10, 8, 14, 10, 0, 6, 0, 9, 20, 4, 9, 11, 10, 0, 6, 7, 7, 0, 18,{c5.2xlarge=17; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=9; i3.2xlarge=10; i3.large=5; i3.xlarge=10; m5.2xlarge=8; m5.large=14; m5.xlarge=10; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=20; m5zn.xlarge=4; r5.2xlarge=9; r5.large=11; r5.xlarge=10; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=7; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=18},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.0,40,161,RESHIFCFS,450.15,12, 0, 0, 13, 6, 6, 8, 7, 8, 12, 6, 9, 0, 5, 0, 13, 33, 4, 6, 13, 10, 0, 7, 1, 10, 0, 16,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=6; d3.xlarge=6; i3.2xlarge=8; i3.large=7; i3.xlarge=8; m5.2xlarge=12; m5.large=6; m5.xlarge=9; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=33; m5zn.xlarge=4; r5.2xlarge=6; r5.large=13; r5.xlarge=10; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=1; z1d.2xlarge=10; z1d.large=0; z1d.xlarge=16},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
viralrecon,exponential,0.0,40,162,MINMIN,584.7599999999999,0, 2, 17, 40, 2, 0, 0, 4, 0, 9, 4, 0, 3, 1, 7, 6, 38, 17, 0, 10, 8, 0, 1, 0, 5, 0, 32,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=17; c5a.xlarge=40; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=9; m5.large=4; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=7; m5zn.2xlarge=6; m5zn.large=38; m5zn.xlarge=17; r5.2xlarge=0; r5.large=10; r5.xlarge=8; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=32},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,MAXMIN,531.2599999999999,0, 2, 13, 46, 4, 0, 0, 7, 0, 7, 12, 0, 3, 2, 9, 3, 23, 25, 0, 8, 7, 5, 5, 0, 3, 0, 22,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=46; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=7; i3.xlarge=0; m5.2xlarge=7; m5.large=12; m5.xlarge=0; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=9; m5zn.2xlarge=3; m5zn.large=23; m5zn.xlarge=25; r5.2xlarge=0; r5.large=8; r5.xlarge=7; r5a.2xlarge=5; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=22},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,MCT,530.88,0, 4, 10, 32, 2, 0, 0, 6, 0, 4, 5, 0, 3, 3, 7, 5, 39, 28, 0, 8, 10, 0, 1, 0, 3, 0, 36,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=10; c5a.xlarge=32; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=0; m5.2xlarge=4; m5.large=5; m5.xlarge=0; m5a.2xlarge=3; m5a.large=3; m5a.xlarge=7; m5zn.2xlarge=5; m5zn.large=39; m5zn.xlarge=28; r5.2xlarge=0; r5.large=8; r5.xlarge=10; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=36},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,ROUNDROBIN,694.29,0, 0, 2, 25, 9, 0, 0, 9, 0, 35, 2, 0, 1, 1, 12, 0, 18, 18, 0, 1, 2, 11, 8, 0, 0, 0, 51,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=25; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=9; i3.xlarge=0; m5.2xlarge=35; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=12; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=18; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=11; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=51},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,STATIC,663.8899999999994,0, 1, 9, 19, 1, 0, 0, 0, 0, 16, 3, 0, 3, 0, 1, 12, 34, 30, 0, 6, 4, 0, 0, 0, 2, 0, 64,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=9; c5a.xlarge=19; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=16; m5.large=3; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=12; m5zn.large=34; m5zn.xlarge=30; r5.2xlarge=0; r5.large=6; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=64},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,NOML,518.0099999999998,0, 7, 12, 14, 13, 0, 0, 4, 0, 13, 8, 0, 8, 8, 9, 5, 23, 18, 0, 8, 13, 7, 7, 0, 10, 0, 18,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=12; c5a.xlarge=14; d3.2xlarge=13; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=13; m5.large=8; m5.xlarge=0; m5a.2xlarge=8; m5a.large=8; m5a.xlarge=9; m5zn.2xlarge=5; m5zn.large=23; m5zn.xlarge=18; r5.2xlarge=0; r5.large=8; r5.xlarge=13; r5a.2xlarge=7; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=0; z1d.xlarge=18},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,CUSTOMCLUSTERNOML,531.5099999999998,0, 8, 12, 8, 19, 0, 0, 9, 0, 16, 11, 0, 4, 6, 7, 6, 14, 21, 0, 13, 9, 6, 8, 0, 5, 0, 23,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=19; d3.xlarge=0; i3.2xlarge=0; i3.large=9; i3.xlarge=0; m5.2xlarge=16; m5.large=11; m5.xlarge=0; m5a.2xlarge=4; m5a.large=6; m5a.xlarge=7; m5zn.2xlarge=6; m5zn.large=14; m5zn.xlarge=21; r5.2xlarge=0; r5.large=13; r5.xlarge=9; r5a.2xlarge=6; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=23},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,TEXTDISTANCE,461.3099999999998,0, 8, 6, 9, 6, 0, 0, 7, 0, 15, 15, 0, 7, 7, 11, 5, 11, 22, 0, 12, 10, 16, 8, 0, 10, 0, 21,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=6; c5a.xlarge=9; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=0; i3.large=7; i3.xlarge=0; m5.2xlarge=15; m5.large=15; m5.xlarge=0; m5a.2xlarge=7; m5a.large=7; m5a.xlarge=11; m5zn.2xlarge=5; m5zn.large=11; m5zn.xlarge=22; r5.2xlarge=0; r5.large=12; r5.xlarge=10; r5a.2xlarge=16; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=0; z1d.xlarge=21},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,CRITICALPATH,332.37999999999994,0, 6, 14, 14, 10, 0, 0, 7, 0, 8, 11, 0, 6, 7, 8, 5, 29, 17, 0, 11, 5, 15, 8, 0, 6, 0, 19,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=14; c5a.xlarge=14; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=0; i3.large=7; i3.xlarge=0; m5.2xlarge=8; m5.large=11; m5.xlarge=0; m5a.2xlarge=6; m5a.large=7; m5a.xlarge=8; m5zn.2xlarge=5; m5zn.large=29; m5zn.xlarge=17; r5.2xlarge=0; r5.large=11; r5.xlarge=5; r5a.2xlarge=15; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=0; z1d.xlarge=19},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,CRITICALPATHREVERSE,372.7699999999999,0, 6, 18, 16, 7, 0, 0, 6, 0, 12, 7, 0, 9, 6, 8, 7, 23, 19, 0, 18, 4, 15, 7, 0, 2, 0, 15,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=18; c5a.xlarge=16; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=0; m5.2xlarge=12; m5.large=7; m5.xlarge=0; m5a.2xlarge=9; m5a.large=6; m5a.xlarge=8; m5zn.2xlarge=7; m5zn.large=23; m5zn.xlarge=19; r5.2xlarge=0; r5.large=18; r5.xlarge=4; r5a.2xlarge=15; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=15},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,RESHIV2,361.29999999999984,0, 2, 12, 18, 12, 0, 0, 10, 0, 11, 6, 0, 10, 10, 10, 6, 22, 15, 0, 7, 11, 8, 11, 0, 5, 0, 19,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=18; d3.2xlarge=12; d3.xlarge=0; i3.2xlarge=0; i3.large=10; i3.xlarge=0; m5.2xlarge=11; m5.large=6; m5.xlarge=0; m5a.2xlarge=10; m5a.large=10; m5a.xlarge=10; m5zn.2xlarge=6; m5zn.large=22; m5zn.xlarge=15; r5.2xlarge=0; r5.large=7; r5.xlarge=11; r5a.2xlarge=8; r5a.large=11; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=19},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.0,40,162,RESHIV3,369.29999999999984,0, 13, 17, 25, 9, 0, 0, 6, 0, 11, 5, 0, 9, 5, 8, 8, 23, 18, 0, 13, 5, 4, 6, 0, 3, 0, 18,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=17; c5a.xlarge=25; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=0; m5.2xlarge=11; m5.large=5; m5.xlarge=0; m5a.2xlarge=9; m5a.large=5; m5a.xlarge=8; m5zn.2xlarge=8; m5zn.large=23; m5zn.xlarge=18; r5.2xlarge=0; r5.large=13; r5.xlarge=5; r5a.2xlarge=4; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=18},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
